messy_vendor,matched_vendor,score,method,counterparty,location
KAIBAB BAND OF PAIUTE INDIANS,Kaibab Band of Paiute Indians,100.0,constrained,5053722-01-01 - Kanab UT Kaibab Stake LURC (,5053722-01-01 - Kanab UT Kaibab Stake LURC (
HOLT WASTE,HOLT WASTE,100.0,constrained,"5053951-01-01 - Fillmore 2,3,6 Sp","5053951-01-01 - Fillmore 2,3,6 Sp"
"Hoss Disposal, Inc.","Hoss Disposal, Inc",100.0,constrained,5056152-01-01 - Winnemucca 1 3 And Stake,5056152-01-01 - Winnemucca 1 3 And Stake
BLUE HILLS ENVIRONMENTAL,Blue Hills Environmental,100.0,constrained,5056314-02-01 - Eagar Stake Center Campus,5056314-02-01 - Eagar Stake Center Campus
Blue Hills Environmental Services,Blue Hills Environmental,84.21052631578947,constrained,5056314-02-01 - Eagar Stake Center Campus,5056314-02-01 - Eagar Stake Center Campus
Countryside Disposal,Countryside Disposal,100.0,constrained,5056446-01-01 - Mancos,5056446-01-01 - Mancos
Countryside Dispsoal,Countryside Disposal,95.0,constrained,5056446-01-01 - Mancos,5056446-01-01 - Mancos
Heavenly Trash Inc,Heavenly Trash,87.5,global,5056446-01-01 - Mancos,5056446-01-01 - Mancos
VANDERPOEL DISPOSAL,Vanderpoel Disposal,100.0,constrained,5057442-01-01 - Princeton-1,5057442-01-01 - Princeton-1
Nitti Sanitation,"NITTI SANITATION, INC",88.88888888888889,global,5057590-01-01,
BNB Disposal LLC,BnB Disposal LLC,100.0,global,5057620-01-01,
CIRCLE SANITATION,"Circle Sanitation, Inc",89.47368421052632,constrained,5057698-01-01 - MINOT 1 4,5057698-01-01 - MINOT 1 4
Envirotech Waste Services,Waste Connections - Envirotech Waste Services,73.52941176470588,constrained,5057795-01-01 - PIERRE,5057795-01-01 - PIERRE
WASTE CONNECTIONS OF NEBRASKA INC.,Waste Connections - Nebraska,88.13559322033898,constrained,5057841-01-01 - FREMONT-3,5057841-01-01 - FREMONT-3
"WASTE CONNECTIONS OF NEBRASKA, INC",Waste Connections - Nebraska,88.13559322033898,constrained,5057841-01-01 - FREMONT-3,5057841-01-01 - FREMONT-3
"MID-NEBRASKA DISPOSAL, INC.",Mid-Nebraska Disposal Inc,100.0,constrained,5057949-01-01 - GRAND ISLAND,5057949-01-01 - GRAND ISLAND
RTS Waste Services,RTS Waste Services LLC,90.0,constrained,5057981-01-01 - KIRKSVILLE 1 2,5057981-01-01 - KIRKSVILLE 1 2
AREA SANITATION,Area Sanitation,100.0,constrained,5058015-01-01 - MARSHALLTOWN,5058015-01-01 - MARSHALLTOWN
MOLER SANITATION,Moler Sanitation,100.0,constrained,5058015-01-01 - MARSHALLTOWN,5058015-01-01 - MARSHALLTOWN
Ozark Disposal Company,Ozark Disposal Company,100.0,constrained,5058082-01-01 - SEDALIA,5058082-01-01 - SEDALIA
Brothers Disposai,Brothers Disposal,94.11764705882352,constrained,5058155-01-01 - LEAVENWORTH 1 2,5058155-01-01 - LEAVENWORTH 1 2
Brothers Disposal,Brothers Disposal,100.0,constrained,5058155-01-01 - LEAVENWORTH 1 2,5058155-01-01 - LEAVENWORTH 1 2
AAA DISPOSAL SERVICE,AAA Disposal,75.0,constrained,5058228-01-01 - Office-Independence MO Missio,5058228-01-01 - Office-Independence MO Missio
MIEDEMA Sanitation INC,MIEDEMA SANITATION,90.0,global,5058252-01-01,
Miedema Sanitation,MIEDEMA SANITATION,100.0,constrained,5058252-01-01 - MITCHELL,5058252-01-01 - MITCHELL
SHAWNEE COUNTY SOLID WASTE DEPARTMENT,Shawnee County Solid Waste,82.53968253968253,constrained,5058414-01-01 - Jewell Colly Crk Lk Shawnee T,5058414-01-01 - Jewell Colly Crk Lk Shawnee T
Friendman Recycling,Friedman's Recycling,94.73684210526316,global,5058473-05-01 - Mesa AZ,
KIEFFER SANITATION A WASTE CONNECTIONS COMPANY,Waste Connections - Kieffer Sanitation 3020,85.0574712643678,constrained,5058732-01-01 - Rapid City Black Hills Canyon,5058732-01-01 - Rapid City Black Hills Canyon
KIEFFER SANITATION\nA WASTE CONNECTIONS COMPANY,Waste Connections - Kieffer Sanitation 3020,85.0574712643678,constrained,5058732-01-01 - Rapid City Black Hills Canyon,5058732-01-01 - Rapid City Black Hills Canyon
Hamilton Recycling,Hamilton Recycling and Disposal,73.46938775510203,constrained,5058759-01-01 - HIAWATHA,5058759-01-01 - HIAWATHA
Hamilton Recycling & Disposal,Hamilton Recycling and Disposal,93.10344827586206,constrained,5058759-01-01 - HIAWATHA,5058759-01-01 - HIAWATHA
Walters recycling & refuse,"Walter's Recycling & Refuse, Inc.",92.3076923076923,constrained,5058767-01-01 - ANDOVER ANOKA,5058767-01-01 - ANDOVER ANOKA
Jay Mecham's Country,Mecham's Country Garbage,80.95238095238095,constrained,5059518-01-01 - Mosida Pioneer Trek,5059518-01-01 - Mosida Pioneer Trek
Jay Mecham's Country Garbage LLC,Mecham's Country Garbage,85.18518518518519,constrained,5059518-01-01 - Mosida Pioneer Trek,5059518-01-01 - Mosida Pioneer Trek
CITY OF BLACKFOOT,City of Blackfoot,100.0,constrained,5060281-01-01 - Blackfoot 3 Pioneer (Sp) (P,"5060281-01-01 - Blackfoot 3, Pioneer (Sp) (P"
City of Blackfoot,City of Blackfoot,100.0,constrained,"5060281-01-01 - Blackfoot 3, Pioneer (Sp)","5060281-01-01 - Blackfoot 3, Pioneer (Sp) (P"
CITY OF BLACK,City of Blackfoot,86.66666666666667,constrained,5060478-01-01 - Blackfoot 11 15 (Shilling),"5060478-01-01 - Blackfoot 11, 15 (Shilling)"
"Snake River Dispose-All, Inc.",Snake River Dispose-All,91.66666666666666,constrained,"5060575-01-01 - Moreland 1, 3, 5","5060575-01-01 - Moreland 1, 3, 5"
At Your Disposal Solid Waste Removal,At Your Disposal Solid Waste Removal - NM,96.0,constrained,5062055-01-01 - Animas,5062055-01-01 - Animas
C & D Disposal,C&D Disposal,95.65217391304348,constrained,5062063-01-01 - Yuma 8th Ave Sportsfield,5062063-01-01 - Yuma 8th Ave Sportsfield
Miles City Sanitation,MILES CITY SANITATION,100.0,constrained,5062217-01-01 - MILES CITY,5062217-01-01 - MILES CITY
SOUTHWEST DISPOSAL ROSWELL A WASTE CONNECTIONS COMPANY,Waste Connections - Southwest Disposal Alamogordo 5230,73.58490566037736,constrained,5062322-02-01 - Roswell Campus,5062322-02-01 - Roswell Campus
City of Tucson,"CITY OF TUCSON, AZ",90.32258064516128,constrained,"5062365-01-01 - EL DORADO (SP), PALO VERDE,","5062365-01-01 - EL DORADO (SP), PALO VERDE,"
C&D Disposal,C&D Disposal,100.0,constrained,5062470-01-01 - 8th Ave,5062470-01-01 - 8th Ave
CSD DISPOSAL,C&D Disposal,95.65217391304348,constrained,5062470-01-01 - 8th Ave,5062470-01-01 - 8th Ave
WASTE AND RECYCLING SERVICES,Great Waste & Recycling Services,89.65517241379311,global,5062470-01-01 - 8th Ave,5062470-01-01 - 8th Ave
CONTROL RUBBAGE,Rubbage Control,100.0,constrained,5062497-01-01 AJO,5062497-01-01 AJO
Rubbage Control,Rubbage Control,100.0,constrained,5062497-01-01 AJO,5062497-01-01 AJO
BELMONT WASTE,Belmont Waste Disposal,74.28571428571429,constrained,5062535-01-01 - GILA BEND,5062535-01-01 - GILA BEND
Belmont Waste Disposal,Belmont Waste Disposal,100.0,constrained,5062535-01-01 - GILA BEND,5062535-01-01 - GILA BEND
VISTA RECYCLING,Vista Recycling,100.0,constrained,5062756-01-01 - Central Campus,5062756-01-01 - Central Campus
lendale,Glendale City,70.0,constrained,5062861-01-01 - GLENDALE AZ GCC INSTITUTE,5062861-01-01 - GLENDALE AZ GCC INSTITUTE
City of  Lordsburg NM,City of Lordsburg,91.89189189189189,constrained,5063140-01-01 - Lordsburg,5063140-01-01 - Lordsburg
City of Lordsburg,City of Lordsburg,100.0,constrained,5063140-01-01 - Lordsburg,5063140-01-01 - Lordsburg
1-800-GOT-JUNK,1-800-GOT-JUNK National,70.96774193548387,constrained,5063574-01-01 - MANKATO,5063574-01-01 - MANKATO
South Central Junk Removal,South Central Junk Removal LLC,92.85714285714286,constrained,5063574-01-01 - MANKATO,5063574-01-01 - MANKATO
Dependable Sanitation Inc,Dependable Sanitation Inc,100.0,constrained,5063787-01-01 - ABERDEEN-1,5063787-01-01 - ABERDEEN-1
Sanitation Inc,Dependable Sanitation Inc,71.7948717948718,constrained,5063787-01-01 - ABERDEEN-1,5063787-01-01 - ABERDEEN-1
S -SANITATION LLC-,J & R Sanitation LLC,88.23529411764706,global,5064554,
Sulphur Springs Sanitation,Sulpher Springs Sanitation,96.15384615384616,global,5064554-01-01 - Elfida,
SULPHUR SPRINGS -SANITATION LLC-,Sulpher Springs Sanitation,89.28571428571429,constrained,5064554-01-01 - Elfrida Elfrida Historic B,5064554-01-01 - Elfrida Elfrida Historic B
ADVANCE MACHINE & HYDRAULIC,Advance Machine & Hydraulic,100.0,global,5065453-01-01 - KEARNS 10,5065453-01-01 - KEARNS 10
"Waste Connections OF NEBRASKA, INC",Waste Connections - Nebraska,88.13559322033898,constrained,5068975-01-01 - NORFOLK,5068975-01-01 - NORFOLK
Solid Waste Services,SOS Waste Services,89.47368421052632,global,5069432-01-01 - Maplewood,5069432-01-01 - Maplewood
MARICK'S WASTE DISPOSAL INC.,MARICK'S WASTE DISPOSAL INC,100.0,constrained,5069858-01-01 - STERLING-2,5069858-01-01 - STERLING-2
CITY OF ARA VISTA,City of Sierra Vista,70.27027027027026,constrained,"5069998-01-01 - (Taylor) Huachuca, Sierra Vi","5069998-01-01 - (Taylor) Huachuca, Sierra Vi"
City of Sierra Vista,City of Sierra Vista,100.0,constrained,"5069998-01-01 - (Taylor) Huachuca, Sierra Vi","5069998-01-01 - (Taylor) Huachuca, Sierra Vi"
PSI Environmental Services,Waste Connections - PSI Environmental Services,74.28571428571429,constrained,"5071844-01-01 - (Rexburg So) Archer, Sunnyde","5071844-01-01 - (Rexburg So) Archer, Sunnyde"
Hawaii Junk Removal,Hawaii Junk Removal,100.0,constrained,5072131-01-01 - Laie Hi Sc,5072131-01-01 - Laie Hi Sc
"Disposal Service, Inc.",HONOLULU DISPOSAL SERVICE,80.0,constrained,5072220-01-01 - Waialua,5072220-01-01 - Waialua
HONOLULU DISPOSAL,HONOLULU DISPOSAL SERVICE,80.95238095238095,constrained,5072220-01-01 - Waialua,5072220-01-01 - Waialua
"WEST OAHU AGGREGATE CO., INC.",West Oahu Aggregate,84.44444444444444,constrained,5072220-01-01 - Waialua,5072220-01-01 - Waialua
RAD CURBSIDE,RAD Curbside,100.0,constrained,5072409-01-01 - Driggs ID FHC,5072409-01-01 - Driggs ID FHC
Edge Waste,Edge Waste,100.0,constrained,5072514-01-01 - Pavilion-1,5072514-01-01 - Pavilion-1
City of Anthony,City of St. Anthony,90.9090909090909,constrained,"5073391-01-01 - St Anthony 1, Twin Groves 1&","5073391-01-01 - St Anthony 1, Twin Groves 1&"
CITY OF ST ANTHONY,City of St. Anthony,100.0,constrained,"5073391-01-01 - St Anthony 1, Twin Groves 1&","5073391-01-01 - St Anthony 1, Twin Groves 1&"
City of St. Anthony,City of St. Anthony,100.0,constrained,"5073391-01-01 - St Anthony 1, Twin Groves 1&","5073391-01-01 - St Anthony 1, Twin Groves 1&"
City of St Aanthony,City of St. Anthony,97.2972972972973,constrained,"5074843-01-01 - St Anthony 2, St Anthony YSA","5074843-01-01 - St Anthony 2, St Anthony YSA"
City of St Anthony,City of St. Anthony,100.0,constrained,"5074843-01-01 - St Anthony 2, St Anthony YSA","5074843-01-01 - St Anthony 2, St Anthony YSA"
SOLID WASTE MGMT. CO. LLC.,Stranco Solid Waste Management Co. LLC,76.66666666666666,constrained,5085 - Mandeville,5085 - Mandeville
cling & Disposal Services,Dillon Disposal Services,85.1063829787234,global,5090539-04-01 - Los Angeles Ca Deseret Indust,5090539-04-01 - Los Angeles Ca Deseret Indust
ADVANCE DISPOSAL,Advance Disposal Company,80.0,constrained,5098262-01-01 - Hickory Arrowhead La Mesa Sp,5098262-01-01 - Hickory Arrowhead La Mesa Sp
Louisiana Waste Systems,Louisiana Waste Systems,100.0,constrained,5101 - Essen Lane,5101 - Essen Lane
B&L Disposal,B&L Disposal,100.0,global,5101298-01-01,
American Disposal,American Disposal -MN,91.89189189189189,constrained,5101611-01-01 - GRAND RAPIDS,5101611-01-01 - GRAND RAPIDS
Hauler Information American Disposal,American Disposal -MN,71.42857142857143,constrained,5101611-01-01 - GRAND RAPIDS,5101611-01-01 - GRAND RAPIDS
SAN LUIS GARBAGE COMPANY,Waste Connections - San Luis Garbage Company,72.72727272727273,constrained,5103118-01-01 - San Luis Obispo Ca Cp Institu,5103118-01-01 - San Luis Obispo Ca Cp Institu
KOHLMORGAN HAULING,Kohlmorgan Hauling,100.0,constrained,5103509-01-01 - Nauvoo Stake Center [1&3],5103509-01-01 - Nauvoo Stake Center [1&3]
Tahoe Truckee Sierra Disposal,Tahoe Truckee Sierra Disposal,100.0,constrained,5104076-01-01 - Tahoe North,5104076-01-01 - Tahoe North
CITY OF NORTH LAS VEGAS,"City of North Las Vegas, NV",93.87755102040816,global,5105242-01-01 - EAU CLAIRE,5105242-01-01 - EAU CLAIRE
City of North Las Vegas,"City of North Las Vegas, NV",93.87755102040816,global,5105242-01-01 - EAU CLAIRE,5105242-01-01 - EAU CLAIRE
"Earthbound Environmental Solutions, LLC","Earthbound Environmental Solutions, LLC",100.0,constrained,5105242-01-01 - EAU CLAIRE,5105242-01-01 - EAU CLAIRE
Best Cleaner Disposal,Best Cleaner Disposal,100.0,constrained,5107 Englewood - Service Center,5107 Englewood - Service Center
NORTHEND DISPOSAL A WASTE CONNECTIONS COMPANY,Waste Connections - Northend Disposal 5026,84.70588235294117,constrained,5109884-01-01 - SCOTT CITY,5109884-01-01 - SCOTT CITY
Northend Disposal\nA Waste Connections Company,Waste Connections - Northend Disposal 5026,84.70588235294117,constrained,5109884-01-01 - SCOTT CITY,5109884-01-01 - SCOTT CITY
Big Bear Disposal Inc,Big Bear Disposal,89.47368421052632,constrained,5110785-01-01 - BIG BEAR CAMP SEASONAL,5110785-01-01- Big Bear Camp Seasonal
"Big Bear Disposal, Inc.",Big Bear Disposal,89.47368421052632,constrained,5110785-01-01- Big Bear Camp Seasonal,5110785-01-01- Big Bear Camp Seasonal
"MR & E, INC.","MR&E, Inc",80.0,constrained,5111390-01-01 - Camp Chi-Keena,5111390-01-01 - Camp Chi-Keena
Sulpher Springs Sanitation LLC,Sulpher Springs Sanitation,92.85714285714286,constrained,5112508-01-01 - Douglas Douglas,5112508-01-01 - Douglas Douglas
Town of Diamondville,Town of Diamondville,100.0,constrained,5112567-01-01 - Kemmerer WY FHC,5112567-01-01 - Kemmerer WY FHC
NITTI SANITATION,"NITTI SANITATION, INC",88.88888888888889,constrained,5113180-01-01 - MINNEAPOLIS MN UM INSTITUTE,5113180-01-01 - MINNEAPOLIS MN UM INSTITUTE
CheckSammy,CheckSammy,100.0,constrained,5113830-01-01 - Champaign Stake Center,5113830-01-01 - Champaign Stake Center
AM Disposal,AM DIsposal,100.0,constrained,5114500-01-01 - STERLING-3,5114500-01-01 - STERLING-3
Kluesner Sanitation,Kluesner Sanitation,100.0,constrained,5115817-01-01 - DUBUQUE 1 2,5115817-01-01 - DUBUQUE 1 2
SANITATION LLC,Kluesner Sanitation,72.72727272727273,constrained,5115817-01-01 - DUBUQUE 1 2,5115817-01-01 - DUBUQUE 1 2
McGree Trucking,MCGREE TRUCKING,100.0,constrained,5116279-01-01 - Butte 1 2 &,5116279-01-01 - Butte 1 2 &
HILLTOPPER REFUSE & RECYCLING SVC. INC.,Hilltopper Refuse and Recycling Service Inc,89.74358974358975,constrained,5116465-01-01 - LA CROSSE,5116465-01-01 - LA CROSSE
CARDS KS HAYS LLC,"CARDS KS, LLC",82.75862068965517,constrained,5116732-01-01 - HAYS,5116732-01-01 - HAYS
MDC ENVIRONMENTAL SERVICES INC A WASTE CONNECTIONS COMPANY,Waste Connections - MDC Environmental 3084,73.46938775510203,constrained,5118271-01-01 - CRYSTAL LAKE 1 2,5118271-01-01 - CRYSTAL LAKE 1 2
MDC ENVIRONMENTAL SERVICES INC,FCC Environmental Services,89.28571428571429,global,5118271-01-01 - CRYSTAL LAKE 1 2,5118271-01-01 - CRYSTAL LAKE 1 2
MDC ENVIRONMENTAL SERVICES INC\nA WASTE CONNECTIONS COMPANY,Waste Connections - MDC Environmental 3084,73.46938775510203,constrained,5118271-01-01 - CRYSTAL LAKE 1 2,5118271-01-01 - CRYSTAL LAKE 1 2
Blue Hills Enviornmental,Blue Hills Environmental,95.83333333333334,constrained,5119219-01-01 - Faithful Pine LDS Camp,5119219-01-01 - Faithful Pine LDS Camp
City of Killeen,City of Killeen,100.0,constrained,5120713-01-01 - HARKER HEIGHTS KILLEEN 1 2 4,5120713-01-01 - HARKER HEIGHTS KILLEEN 1 2 4
Refuse and Recycling,University Place Refuse and Recycling,70.17543859649122,constrained,5121043-01-01 - Tacoma West,5121043-01-01 - Tacoma West
A&C WASTE COLLECTION,A&C Waste Collection,100.0,constrained,5122198-01-01 - Hawthorne,5122198-01-01 - Hawthorne
L&L Site Services,"L&L Site Services, Inc.",88.88888888888889,constrained,5123798-01-01 - BELGRADE 1 2 3 SP,5123798-01-01 - BELGRADE 1 2 3 SP
"L&L Site Services, Inc","L&L Site Services, Inc.",100.0,constrained,5123798-01-01 - BELGRADE 1 2 3 SP,5123798-01-01 - BELGRADE 1 2 3 SP
"Services, Inc","L&L Site Services, Inc.",75.0,constrained,5123798-01-01 - BELGRADE 1 2 3 SP,5123798-01-01 - BELGRADE 1 2 3 SP
Superior Trash,Superior Trash Company,77.77777777777779,constrained,5126 Estes Park - Elkhorn Ave,5126 Estes Park - Elkhorn Ave
Superior Trash Co,Superior Trash Company,87.17948717948718,constrained,5126 Estes Park - Elkhorn Ave,5126 Estes Park - Elkhorn Ave
Herbert Emery Sanitation,Herbert Emery Sanitation LLC,92.3076923076923,constrained,5126665-01-01 - MARYVILLE,5126665-01-01 - MARYVILLE
Porter Trash Service,Porter Trash Service,100.0,constrained,5126665-01-01 - MARYVILLE,5126665-01-01 - MARYVILLE
ED'S disposal,Ed's Disposal Inc,85.71428571428572,constrained,5127432-01-01 - Benton City,5127432-01-01 - Benton City
EDS DISPOSAL INC,Ed's Disposal Inc,100.0,constrained,5127432-01-01 - Benton City,5127432-01-01 - Benton City
City of Willcox,City of Willcox,100.0,constrained,"5127777-01-01 - (Willcox) Ash Creek, Willcox","5127777-01-01 - (Willcox) Ash Creek, Willcox"
Canyon Lands Solid Waste,Canyonlands Solid Waste Authority,80.70175438596492,constrained,"5127785-01-01 - MOAB 2, MOAB YSA","5127785-01-01 - MOAB 2, MOAB YSA"
Canyonland Solid Waste,Canyonlands Solid Waste Authority,80.0,constrained,"5127785-01-01 - MOAB 2, MOAB YSA","5127785-01-01 - MOAB 2, MOAB YSA"
Canyonlands Solid Waste,Canyonlands Solid Waste Authority,82.14285714285714,constrained,"5127785-01-01 - MOAB 2, MOAB YSA","5127785-01-01 - MOAB 2, MOAB YSA"
CRIS'S JUNK HAULING SERVICES,Cris's Junk Hauling and Services,93.10344827586206,constrained,5128412-01-01 - Englewood,5128412-01-01 - Englewood
City of Great Falls,City of Great Falls Sanitation,77.55102040816327,constrained,5128862-01-01 - ROE RIVER,5128862-01-01 - ROE RIVER
HUMPTY DUMPSTERS,Humpty Dumpsters,100.0,constrained,5129 Fruita - WSB,5129 Fruita - WSB
"Roadrunner Rubbish, LLC.",ROADRUNNER RUBBISH REMOVAL,83.33333333333334,constrained,5129346-01-01 - Payson Stk Ctr,5129346-01-01 - Payson Stk Ctr
Southwest Disposal ALAMOGORDO A,Waste Connections - Southwest Disposal Alamogordo 5230,72.28915662650603,constrained,5130018-01-01 - Cloudcroft Camp,5130018-01-01 - Cloudcroft Camp
MOUNTAIN WASTE & RECYCLING,Waste Connections - Mountain Waste & Recycling,72.72727272727273,constrained,5132 Glenwood Springs - Main WSB,5132 Glenwood Springs - Main WSB
City of Grand Junction,City of Grand Junction,100.0,constrained,5134 Grand Junction - Mesa Mall,5134 Grand Junction - Mesa Mall
Grand Junction,City of Grand Junction,77.77777777777779,constrained,5134 Grand Junction - Mesa Mall,5134 Grand Junction - Mesa Mall
APEX WASTE SOLUTIONS,LJP Waste Solutions,87.17948717948718,global,5135605-01-01 - EAGLE VALLEY,5135605-01-01 - EAGLE VALLEY
Apex Waste Vail Valley,Apex Waste - Vail Valley,100.0,constrained,5135605-01-01 - EAGLE VALLEY,5135605-01-01 - EAGLE VALLEY
PEDERSON SANITATION CORP,Pederson Sanitation & Recycling,71.69811320754718,constrained,5136628-01-01 - Ft Dodge,5136628-01-01 - Ft Dodge
Baidbridge Disposal,Bainbridge Disposal,94.73684210526316,constrained,5140471-01-01 - Bainbridge Island,5140471-01-01 - Bainbridge Island
Bainbridge Disposal,Bainbridge Disposal,100.0,constrained,5140471-01-01 - Bainbridge Island,5140471-01-01 - Bainbridge Island
Mountain Disposal,Burrtec - Mountain Disposal CA,75.55555555555556,constrained,5141141-01-01 - Lake Arrowhead,5141141-01-01 - Lake Arrowhead
