vendor_name,normalized,aggressive_normalized,invoice_count
SHAWNEE COUNTY\nSOLID WASTE DEPARTMENT,SHAWNEE COUNTY\NSOLID WASTE DEPARTMENT,SHAWNEE COUNTY NSOLID WASTE DEPARTMENT,2
Sunshine Disposal,SUNSHINE DISPOSAL,SUNSHINE DISPOSAL,2
Sunshine\nDisposal & Recycling,SUNSHINE\NDISPOSAL & RECYCLING,SUNSHINE NDISPOSAL RECYCLING,2
WASTE CONNECTIONS OF FLORIDA PALMETTO HAULING,WASTE CONNECTIONS OF FLORIDA PALMETTO HAULING,WASTE CONNECTIONS OF FLORIDA PALMETTO HAULING,2
ACORD CERTIFICATE OF LIABILITY INSURANCE,ACORD CERTIFICATE OF LIABILITY INSURANCE,ACORD CERTIFICATE OF LIABILITY INSURANCE,2
City of Nampa Utility Bill,CITY OF NAMPA UTILITY BILL,CITY OF NAMPA UTILITY BILL,2
GES of Kansas North LLC,GES OF KANSAS NORTH LLC,GES OF KANSAS NORTH,2
DERBY CITY,DERBY CITY,DERBY CITY,2
NORTH LAS VEGAS,NORTH LAS VEGAS,NORTH LAS VEGAS,2
"Hauler Information Thompson Sanitation, Inc.","HAULER INFORMATION THOMPSON SANITATION, INC.",HAULER INFORMATION THOMPSON SANITATION,2
City of Sallisaw,CITY OF SALLISAW,CITY OF SALLISAW,2
Friends Garbage,FRIENDS GARBAGE,FRIENDS GARBAGE,2
KETER,KETER,KETER,2
Nooksack Valley,NOOKSACK VALLEY,NOOKSACK VALLEY,2
Nooksack Valley Disposal,NOOKSACK VALLEY DISPOSAL,NOOKSACK VALLEY DISPOSAL,2
VEGAS,VEGAS,VEGAS,2
City of North,CITY OF NORTH,CITY OF NORTH,2
KOOTENAI COUNTY SOLID WASTE DEPARTMENT,KOOTENAI COUNTY SOLID WASTE DEPARTMENT,KOOTENAI COUNTY SOLID WASTE DEPARTMENT,2
"Fox Works LLC, Trash Services","FOX WORKS LLC, TRASH SERVICES",FOX WORKS TRASH SERVICES,2
Waste Connections Company,WASTE CONNECTIONS COMPANY,WASTE CONNECTIONS COMPANY,2
Owned and operated by,OWNED AND OPERATED BY,OWNED AND OPERATED BY,2
"GARRETSON TRASH SERVICE, LLC","GARRETSON TRASH SERVICE, LLC",GARRETSON TRASH SERVICE,2
"T-MAC, INC.","T-MAC, INC.",T MAC,2
AAA Disposal Service,AAA DISPOSAL SERVICE,AAA DISPOSAL SERVICE,2
"CARDS CARDS KS FRONTENAC LLC PO BOX 775 TONTITOWN, AR 72770 (877) 592-2737","CARDS CARDS KS FRONTENAC LLC PO BOX 775 TONTITOWN, AR 72770 (877) 592-2737",CARDS CARDS KS FRONTENAC PO BOX 775 TONTITOWN AR 72770 877 592 2737,2
"CARDS\nCARDS KS FRONTENAC LLC\nPO BOX 775\nTONTITOWN, AR 72770\n(877) 592-2737","CARDS\NCARDS KS FRONTENAC LLC\NPO BOX 775\NTONTITOWN, AR 72770\N(877) 592-2737",CARDS NCARDS KS FRONTENAC NPO BOX 775 NTONTITOWN AR 72770 N 877 592 2737,2
Services LLC.,SERVICES LLC.,SERVICES,2
"Bright Disposal Services, LLC.","BRIGHT DISPOSAL SERVICES, LLC.",BRIGHT DISPOSAL SERVICES,2
J & S Trash Collection service,J & S TRASH COLLECTION SERVICE,J S TRASH COLLECTION SERVICE,2
"METHVIN SANITATION WASTE CONNECTIONS OF ARKANSAS, INC","METHVIN SANITATION WASTE CONNECTIONS OF ARKANSAS, INC",METHVIN SANITATION WASTE CONNECTIONS OF ARKANSAS,2
"Tostenson, Inc.","TOSTENSON, INC.",TOSTENSON,2
"Action Carting Environmental Services, Inc.","ACTION CARTING ENVIRONMENTAL SERVICES, INC.",ACTION CARTING ENVIRONMENTAL SERVICES,2
MILLENNIUM CONTAINER SERVICE,MILLENNIUM CONTAINER SERVICE,MILLENNIUM CONTAINER SERVICE,2
The CITY OF FARGO,THE CITY OF FARGO,THE CITY OF FARGO,2
CITY OF FARGO\nFINANCE DEPARTMENT,CITY OF FARGO\NFINANCE DEPARTMENT,CITY OF FARGO NFINANCE DEPARTMENT,2
THE CITY OF Fargo,THE CITY OF FARGO,THE CITY OF FARGO,2
CAPITAL CITY\nRefuse,CAPITAL CITY\NREFUSE,CAPITAL CITY NREFUSE,2
BOZEMANT,BOZEMANT,BOZEMANT,2
MT\nBOZEMAN,MT\NBOZEMAN,MT NBOZEMAN,2
Pullman Disposal,PULLMAN DISPOSAL,PULLMAN DISPOSAL,2
Valley Disposal,VALLEY DISPOSAL,VALLEY DISPOSAL,2
Messages,MESSAGES,MESSAGES,2
BAKER SANITARY SERVICE,BAKER SANITARY SERVICE,BAKER SANITARY SERVICE,2
Metech,METECH,METECH,2
CASCADE DISPOSAL COMPANY,CASCADE DISPOSAL COMPANY,CASCADE DISPOSAL COMPANY,2
CURRY TRANSFER & RECYCLING INC,CURRY TRANSFER & RECYCLING INC,CURRY TRANSFER RECYCLING,2
DISPOSAL & RECYCLING INC.,DISPOSAL & RECYCLING INC.,DISPOSAL RECYCLING,2
Evergreen,EVERGREEN,EVERGREEN,2
ARROW SANITARY SERVICE A WASTE CONNECTIONS COMPANY,ARROW SANITARY SERVICE A WASTE CONNECTIONS COMPANY,ARROW SANITARY SERVICE A WASTE CONNECTIONS COMPANY,2
POSAL COMPANY,POSAL COMPANY,POSAL COMPANY,2
PRI DE DISPOSAL COMPANY,PRI DE DISPOSAL COMPANY,PRI DE DISPOSAL COMPANY,2
Madras Sanitary Service,MADRAS SANITARY SERVICE,MADRAS SANITARY SERVICE,2
"WASTE CONNECTIONS OF OREGON, INC.","WASTE CONNECTIONS OF OREGON, INC.",WASTE CONNECTIONS OF OREGON,2
"Pendleton Sanitary Service, Inc.","PENDLETON SANITARY SERVICE, INC.",PENDLETON SANITARY SERVICE,2
"SWS Equipment, LLC.","SWS EQUIPMENT, LLC.",SWS EQUIPMENT,2
BGL INC. Suburban Garbage,BGL INC. SUBURBAN GARBAGE,BGL SUBURBAN GARBAGE,2
BGL INC.,BGL INC.,BGL,2
P.R.I.DE\nDISPOSAL COMPANY,P.R.I.DE\NDISPOSAL COMPANY,P R I DE NDISPOSAL COMPANY,2
PRI DE,PRI DE,PRI DE,2
PRIDE,PRIDE,PRIDE,2
DISPOSAL AND RECYCLING and its subsidiary,DISPOSAL AND RECYCLING AND ITS SUBSIDIARY,DISPOSAL AND RECYCLING AND ITS SUBSIDIARY,2
Wasteology Group Transportation LLC,WASTEOLOGY GROUP TRANSPORTATION LLC,WASTEOLOGY GROUP TRANSPORTATION,2
Alameda County Industries,ALAMEDA COUNTY INDUSTRIES,ALAMEDA COUNTY INDUSTRIES,2
Humboldt,HUMBOLDT,HUMBOLDT,2
Auburn Placer\nWASTE ZERO,AUBURN PLACER\NWASTE ZERO,AUBURN PLACER NWASTE ZERO,2
Auburn Placer WASTE ZERO,AUBURN PLACER WASTE ZERO,AUBURN PLACER WASTE ZERO,2
Recology Del Norte WASTE ZERO,RECOLOGY DEL NORTE WASTE ZERO,RECOLOGY DEL NORTE WASTE ZERO,2
Humboldt County,HUMBOLDT COUNTY,HUMBOLDT COUNTY,2
DISPOSAL AND RECYCLIN,DISPOSAL AND RECYCLIN,DISPOSAL AND RECYCLIN,2
SCAVENGER,SCAVENGER,SCAVENGER,2
Pluffmud,PLUFFMUD,PLUFFMUD,2
Cupertino. Los Altos Santa Clara,CUPERTINO. LOS ALTOS SANTA CLARA,CUPERTINO LOS ALTOS SANTA CLARA,2
BURRTEC WASTE,BURRTEC WASTE,BURRTEC WASTE,2
TWS Timmons Waste Service,TWS TIMMONS WASTE SERVICE,TWS TIMMONS WASTE SERVICE,2
ULINE,ULINE,ULINE,2
"Advanced Global Communications, Inc.","ADVANCED GLOBAL COMMUNICATIONS, INC.",ADVANCED GLOBAL COMMUNICATIONS,2
Dean's Clutter,DEAN'S CLUTTER,DEAN S CLUTTER,2
WASTE COLLECTION SERVICES,WASTE COLLECTION SERVICES,WASTE COLLECTION SERVICES,2
ALLIANCE INDUSTRIAL CORP.,ALLIANCE INDUSTRIAL CORP.,ALLIANCE INDUSTRIAL,2
WASTE CONNECTIONS OF,WASTE CONNECTIONS OF,WASTE CONNECTIONS OF,2
"WASTE CONNECTIONS OF\nOKLAHOMA, INC","WASTE CONNECTIONS OF\NOKLAHOMA, INC",WASTE CONNECTIONS OF NOKLAHOMA,2
"A-1 INDUSTRIAL MAINTENANCE, INC","A-1 INDUSTRIAL MAINTENANCE, INC",A 1 INDUSTRIAL MAINTENANCE,2
CITY OF WINFIELD - SOLID WASTE,CITY OF WINFIELD - SOLID WASTE,CITY OF WINFIELD SOLID WASTE,2
OF LIABILITY INSURANCE,OF LIABILITY INSURANCE,OF LIABILITY INSURANCE,2
Joseph J. RUNNER Inc.,JOSEPH J. RUNNER INC.,JOSEPH J RUNNER,2
Beyond Surplus | Reworx Recycling,BEYOND SURPLUS | REWORX RECYCLING,BEYOND SURPLUS REWORX RECYCLING,2
Waste Removal,WASTE REMOVAL,WASTE REMOVAL,2
GET RID OF IT WASTE CORP.,GET RID OF IT WASTE CORP.,GET RID OF IT WASTE,2
BRANSCUM,BRANSCUM,BRANSCUM,2
Smart,SMART,SMART,2
AREA REFUSE,AREA REFUSE,AREA REFUSE,2
City of McDonough,CITY OF MCDONOUGH,CITY OF MCDONOUGH,2
BOWER DISPOSAL & CONTAINER SERVICE LLC,BOWER DISPOSAL & CONTAINER SERVICE LLC,BOWER DISPOSAL CONTAINER SERVICE,2
BERRYS CONTAINER SERVICE A WASTE CONNECTIONS COMPANY,BERRYS CONTAINER SERVICE A WASTE CONNECTIONS COMPANY,BERRYS CONTAINER SERVICE A WASTE CONNECTIONS COMPANY,2
BERRYS CONTAINER SERVICE,BERRYS CONTAINER SERVICE,BERRYS CONTAINER SERVICE,2
Mountain High,MOUNTAIN HIGH,MOUNTAIN HIGH,2
"CARION Direct Waste Services, Inc","CARION DIRECT WASTE SERVICES, INC",CARION DIRECT WASTE SERVICES,2
CARION,CARION,CARION,2
Gulf Coast TT,GULF COAST TT,GULF COAST TT,2
Green Guys Recyclin,GREEN GUYS RECYCLIN,GREEN GUYS RECYCLIN,2
FRONTIER WASTE - DALLAS EAST,FRONTIER WASTE - DALLAS EAST,FRONTIER WASTE DALLAS EAST,2
"Royal Waste Services, Inc.","ROYAL WASTE SERVICES, INC.",ROYAL WASTE SERVICES,2
CTL Washington,CTL WASHINGTON,CTL WASHINGTON,2
"Nauset Disposal Holdings, Inc.","NAUSET DISPOSAL HOLDINGS, INC.",NAUSET DISPOSAL HOLDINGS,2
"H2O Waste Disposal Services, LLC","H2O WASTE DISPOSAL SERVICES, LLC",H2O WASTE DISPOSAL SERVICES,2
SOLID WASTE MGMT CO. LLC.,SOLID WASTE MGMT CO. LLC.,SOLID WASTE MGMT,2
SSW-BOX SERVICES,SSW-BOX SERVICES,SSW BOX SERVICES,2
STRANCO,STRANCO,STRANCO,2
TRANSFER STATION,TRANSFER STATION,TRANSFER STATION,2
West Point Waste Services LLC,WEST POINT WASTE SERVICES LLC,WEST POINT WASTE SERVICES,2
HARVEY & SONS INC.,HARVEY & SONS INC.,HARVEY SONS,2
Derby City,DERBY CITY,DERBY CITY,2
BLACK ROCK STORE OPERATION,BLACK ROCK STORE OPERATION,BLACK ROCK STORE OPERATION,2
BOISE,BOISE,BOISE,2
I DE DISPOSAL COMPANY,I DE DISPOSAL COMPANY,I DE DISPOSAL COMPANY,2
RS ockwood Solid Waste,RS OCKWOOD SOLID WASTE,RS OCKWOOD SOLID WASTE,2
RSS ockwood Solid Waste,RSS OCKWOOD SOLID WASTE,RSS OCKWOOD SOLID WASTE,2
BLACKROCK COFFEE (BRC),BLACKROCK COFFEE (BRC),BLACKROCK COFFEE BRC,2
P R I DE DISPOSAL COMPANY,P R I DE DISPOSAL COMPANY,P R I DE DISPOSAL COMPANY,2
Sanipac Inc,SANIPAC INC,SANIPAC,2
Casella Waste,CASELLA WASTE,CASELLA WASTE,2
City of Barstow,CITY OF BARSTOW,CITY OF BARSTOW,2
ACTION STEEL SUPPLY,ACTION STEEL SUPPLY,ACTION STEEL SUPPLY,2
Bay Area dumpster rental and junk removal,BAY AREA DUMPSTER RENTAL AND JUNK REMOVAL,BAY AREA DUMPSTER RENTAL AND JUNK REMOVAL,2
ONTARIO MUNICIPAL UTILITIES,ONTARIO MUNICIPAL UTILITIES,ONTARIO MUNICIPAL UTILITIES,2
UTILITIES\nCOMPANY,UTILITIES\NCOMPANY,UTILITIES NCOMPANY,2
Industrial Waste & Salvage,INDUSTRIAL WASTE & SALVAGE,INDUSTRIAL WASTE SALVAGE,2
MID VALLEY RO,MID VALLEY RO,MID VALLEY RO,2
Monterey City Disposal Service,MONTEREY CITY DISPOSAL SERVICE,MONTEREY CITY DISPOSAL SERVICE,2
OLYMPIC COMPACTOR RENTAL III,OLYMPIC COMPACTOR RENTAL III,OLYMPIC COMPACTOR RENTAL III,2
COLOGY SONOMA MARIN,COLOGY SONOMA MARIN,COLOGY SONOMA MARIN,2
"Mercer Group International of NJ, Inc.","MERCER GROUP INTERNATIONAL OF NJ, INC.",MERCER GROUP INTERNATIONAL OF NJ,2
OLYMPIC COMPACTOR RENTAL,OLYMPIC COMPACTOR RENTAL,OLYMPIC COMPACTOR RENTAL,2
CONTROL WASTE CWS,CONTROL WASTE CWS,CONTROL WASTE CWS,2
Post Environmental Services,POST ENVIRONMENTAL SERVICES,POST ENVIRONMENTAL SERVICES,2
Post Environmental Services LLC,POST ENVIRONMENTAL SERVICES LLC,POST ENVIRONMENTAL SERVICES,2
Cyclyx,CYCLYX,CYCLYX,2
Curbside Roll off,CURBSIDE ROLL OFF,CURBSIDE ROLL OFF,2
JUNK REMOVED,JUNK REMOVED,JUNK REMOVED,2
WASTE SOLUTIONS LOCAL INDEPENDENT,WASTE SOLUTIONS LOCAL INDEPENDENT,WASTE SOLUTIONS LOCAL INDEPENDENT,2
LTIMATE\nPECIALTIES,LTIMATE\NPECIALTIES,LTIMATE NPECIALTIES,2
"Rentals, LLC","RENTALS, LLC",RENTALS,2
TEAR OFF HEAD,TEAR OFF HEAD,TEAR OFF HEAD,2
Cockey's,COCKEY'S,COCKEY S,2
Apex Twin Enviro,APEX TWIN ENVIRO,APEX TWIN ENVIRO,2
Advanced - July,ADVANCED - JULY,ADVANCED JULY,2
Call A J Waste,CALL A J WASTE,CALL A J WASTE,2
Call AJ Waste,CALL AJ WASTE,CALL AJ WASTE,2
"PM, LLC","PM, LLC",PM,2
"BRS SERVICES, LLC","BRS SERVICES, LLC",BRS SERVICES,2
INDIA,INDIA,INDIA,2
"BLISS ENVIRONMENTAL SERVICES, INC.","BLISS ENVIRONMENTAL SERVICES, INC.",BLISS ENVIRONMENTAL SERVICES,2
Novak Sanitary,NOVAK SANITARY,NOVAK SANITARY,2
WASTE CONNECTIONS OF FLORIDA SEBRING HAULING,WASTE CONNECTIONS OF FLORIDA SEBRING HAULING,WASTE CONNECTIONS OF FLORIDA SEBRING HAULING,2
Mills Bros. Garbage Service,MILLS BROS. GARBAGE SERVICE,MILLS BROS GARBAGE SERVICE,2
JUNK KING a neighborly company,JUNK KING A NEIGHBORLY COMPANY,JUNK KING A NEIGHBORLY COMPANY,2
Town of Greeneville,TOWN OF GREENEVILLE,TOWN OF GREENEVILLE,2
Town of Greenville,TOWN OF GREENVILLE,TOWN OF GREENVILLE,2
ROCKWOOD,ROCKWOOD,ROCKWOOD,2
SmartTrash Emeryville CA 94608 United States,SMARTTRASH EMERYVILLE CA 94608 UNITED STATES,SMARTTRASH EMERYVILLE CA 94608 UNITED STATES,2
Waste Harmonics Keter,WASTE HARMONICS KETER,WASTE HARMONICS KETER,2
Certificate of Destruction,CERTIFICATE OF DESTRUCTION,CERTIFICATE OF DESTRUCTION,2
"TNT SANDS, INC.","TNT SANDS, INC.",TNT SANDS,2
Forever Clean,FOREVER CLEAN,FOREVER CLEAN,2
FOREVER CLEAN (PERMANENTS),FOREVER CLEAN (PERMANENTS),FOREVER CLEAN PERMANENTS,2
NORTHERN ILLINOIS DISPOSAL SVCS A WASTE CONNECTIONS COMPANY,NORTHERN ILLINOIS DISPOSAL SVCS A WASTE CONNECTIONS COMPANY,NORTHERN ILLINOIS DISPOSAL SVCS A WASTE CONNECTIONS COMPANY,2
Green Guy's recycling,GREEN GUY'S RECYCLING,GREEN GUY S RECYCLING,2
LIBERTY WASTE,LIBERTY WASTE,LIBERTY WASTE,2
LIBERTY\nWASTE SOLUTIONS,LIBERTY\NWASTE SOLUTIONS,LIBERTY NWASTE SOLUTIONS,2
LIBERTYWASTE SOLUTIONS,LIBERTYWASTE SOLUTIONS,LIBERTYWASTE SOLUTIONS,2
WASTE CONNECTIONS OF FLORIDA. PINELLAS HAULING,WASTE CONNECTIONS OF FLORIDA. PINELLAS HAULING,WASTE CONNECTIONS OF FLORIDA PINELLAS HAULING,2
FCC Environmental,FCC ENVIRONMENTAL,FCC ENVIRONMENTAL,2
City of North Port,CITY OF NORTH PORT,CITY OF NORTH PORT,2
City of Boynton Beach,CITY OF BOYNTON BEACH,CITY OF BOYNTON BEACH,2
OAKLAND PARK,OAKLAND PARK,OAKLAND PARK,2
OAKLAND\nPARK,OAKLAND\NPARK,OAKLAND NPARK,2
CITY OF DEERFIELD BEACH DEPARTMENT OF SUSTAINABLE MANAGEMENT,CITY OF DEERFIELD BEACH DEPARTMENT OF SUSTAINABLE MANAGEMENT,CITY OF DEERFIELD BEACH DEPARTMENT OF SUSTAINABLE MANAGEMENT,2
"All Florida Scrap METALS, INC.","ALL FLORIDA SCRAP METALS, INC.",ALL FLORIDA SCRAP METALS,2
CITY OF FORT MYERS,CITY OF FORT MYERS,CITY OF FORT MYERS,2
GREAT ' WASTE,GREAT ' WASTE,GREAT WASTE,2
Waste Recycling Services,WASTE RECYCLING SERVICES,WASTE RECYCLING SERVICES,2
BERMAN,BERMAN,BERMAN,2
CRAM-A-,CRAM-A-,CRAM A,2
Services FL,SERVICES FL,SERVICES FL,2
CITY OF LAKE MARY UTILITY BILLING,CITY OF LAKE MARY UTILITY BILLING,CITY OF LAKE MARY UTILITY BILLING,2
Department of Solid Waste Management,DEPARTMENT OF SOLID WASTE MANAGEMENT,DEPARTMENT OF SOLID WASTE MANAGEMENT,2
Junk King Sarasota,JUNK KING SARASOTA,JUNK KING SARASOTA,2
City of Tampa Utilities,CITY OF TAMPA UTILITIES,CITY OF TAMPA UTILITIES,2
Accu-Shred,ACCU-SHRED,ACCU SHRED,2
Stericy,STERICY,STERICY,2
"DIAMOND DISPOSAL, INC","DIAMOND DISPOSAL, INC",DIAMOND DISPOSAL,2
City of Douglasville,CITY OF DOUGLASVILLE,CITY OF DOUGLASVILLE,2
GEORGIA,GEORGIA,GEORGIA,2
City of Snellville Public Works Department,CITY OF SNELLVILLE PUBLIC WORKS DEPARTMENT,CITY OF SNELLVILLE PUBLIC WORKS DEPARTMENT,2
City of Snellville,CITY OF SNELLVILLE,CITY OF SNELLVILLE,2
H.E.M.,H.E.M.,H E M,2
A-1 BRANTLEY WASTE MANAGEMENT LLC,A-1 BRANTLEY WASTE MANAGEMENT LLC,A 1 BRANTLEY WASTE MANAGEMENT,2
DUMPSTERS,DUMPSTERS,DUMPSTERS,2
"SELF Self Recycling, Inc.","SELF SELF RECYCLING, INC.",SELF SELF RECYCLING,2
SMASH,SMASH,SMASH,2
"Chatham, Vir","CHATHAM, VIR",CHATHAM VIR,2
C & C PORTABLES LLC - DUMPSTERS,C & C PORTABLES LLC - DUMPSTERS,C C PORTABLES DUMPSTERS,2
Laurel Ridge,LAUREL RIDGE,LAUREL RIDGE,2
ADVANCE MACHINE & HYDRUALIC,ADVANCE MACHINE & HYDRUALIC,ADVANCE MACHINE HYDRUALIC,2
Pyles Demolition Recycling,PYLES DEMOLITION RECYCLING,PYLES DEMOLITION RECYCLING,2
KY Mayfield Hauling,KY MAYFIELD HAULING,KY MAYFIELD HAULING,2
FusionSite Kentucky LLC d/b/a Moon Companies,FUSIONSITE KENTUCKY LLC D/B/A MOON COMPANIES,FUSIONSITE KENTUCKY D B A MOON COMPANIES,2
REPRINT RUMPKE,REPRINT RUMPKE,REPRINT RUMPKE,2
CITY WASTE,CITY WASTE,CITY WASTE,2
Republic Service,REPUBLIC SERVICE,REPUBLIC SERVICE,2
"ECYCLING, INC.","ECYCLING, INC.",ECYCLING,2
PRISM HOTELS,PRISM HOTELS,PRISM HOTELS,2
CITY OF LEWISTON,CITY OF LEWISTON,CITY OF LEWISTON,2
A Kat Scrap Metal,A KAT SCRAP METAL,A KAT SCRAP METAL,2
A-KAT,A-KAT,A KAT,2
A KAT SCRAP METAL INC.,A KAT SCRAP METAL INC.,A KAT SCRAP METAL,2
LRS Recycling,LRS RECYCLING,LRS RECYCLING,2
Nisly Brothers Inc,NISLY BROTHERS INC,NISLY BROTHERS,2
"W Enterprises, LLC","W ENTERPRISES, LLC",W ENTERPRISES,2
Prolex Compacting Solutions,PROLEX COMPACTING SOLUTIONS,PROLEX COMPACTING SOLUTIONS,2
WEIDLE,WEIDLE,WEIDLE,2
Weidle Sanitation,WEIDLE SANITATION,WEIDLE SANITATION,2
West Texas Dumpster,WEST TEXAS DUMPSTER,WEST TEXAS DUMPSTER,2
MERCADOE,MERCADOE,MERCADOE,2
"REDWOOD LANDFILL, INC.","REDWOOD LANDFILL, INC.",REDWOOD LANDFILL,2
"RTS LANDFILL, INC.","RTS LANDFILL, INC.",RTS LANDFILL,2
MESQUITE CREEK LANDFILL,MESQUITE CREEK LANDFILL,MESQUITE CREEK LANDFILL,2
Balcones Recycling Dallas,BALCONES RECYCLING DALLAS,BALCONES RECYCLING DALLAS,2
WASTE CONNECTIONS OF PENNSYLVANIA CHAMBERSBURG HAULING,WASTE CONNECTIONS OF PENNSYLVANIA CHAMBERSBURG HAULING,WASTE CONNECTIONS OF PENNSYLVANIA CHAMBERSBURG HAULING,2
"Cliff's Commercial Trash Service, LLC.","CLIFF'S COMMERCIAL TRASH SERVICE, LLC.",CLIFF S COMMERCIAL TRASH SERVICE,2
MST INDUSTRIES INC.,MST INDUSTRIES INC.,MST INDUSTRIES,2
Anytime Waste Solutions,ANYTIME WASTE SOLUTIONS,ANYTIME WASTE SOLUTIONS,2
"Innovative Crushing & Aggregate, Inc.","INNOVATIVE CRUSHING & AGGREGATE, INC.",INNOVATIVE CRUSHING AGGREGATE,2
E DISPOSAL COMPANY,E DISPOSAL COMPANY,E DISPOSAL COMPANY,2
GOOD'S,GOOD'S,GOOD S,2
NOBLE ENVIRONMENTAL County Hauling,NOBLE ENVIRONMENTAL COUNTY HAULING,NOBLE ENVIRONMENTAL COUNTY HAULING,2
BP Trucking,BP TRUCKING,BP TRUCKING,2
DBA Reliable Onsite Services,DBA RELIABLE ONSITE SERVICES,DBA RELIABLE ONSITE SERVICES,2
Reworld Essex Company,REWORLD ESSEX COMPANY,REWORLD ESSEX COMPANY,2
ALASKA WASTE - ANCHORAGE,ALASKA WASTE - ANCHORAGE,ALASKA WASTE ANCHORAGE,2
Champion Acquisition LLC,CHAMPION ACQUISITION LLC,CHAMPION ACQUISITION,2
Andy Gump,ANDY GUMP,ANDY GUMP,2
"GUMP, INC.","GUMP, INC.",GUMP,2
WESTPORT,WESTPORT,WESTPORT,2
GREIF INC,GREIF INC,GREIF,2
Westport Funding,WESTPORT FUNDING,WESTPORT FUNDING,2
MCKESSON PHARMACEUTICAL,MCKESSON PHARMACEUTICAL,MCKESSON PHARMACEUTICAL,2
"HWI Equipment, Inc.","HWI EQUIPMENT, INC.",HWI EQUIPMENT,2
"Allied Recycling, Inc.","ALLIED RECYCLING, INC.",ALLIED RECYCLING,2
SERVICES est. '99,SERVICES EST. '99,SERVICES EST 99,2
"EQUIPMENT, INC.","EQUIPMENT, INC.",EQUIPMENT,2
CITY Iron City Express,CITY IRON CITY EXPRESS,CITY IRON CITY EXPRESS,2
ROCKY MOUNTAIN\nRECYCLING SERVICES LLC,ROCKY MOUNTAIN\NRECYCLING SERVICES LLC,ROCKY MOUNTAIN NRECYCLING SERVICES,2
Malcom McGraw,MALCOM MCGRAW,MALCOM MCGRAW,2
MICHIGAN MILLERS INSURANCE,MICHIGAN MILLERS INSURANCE,MICHIGAN MILLERS INSURANCE,2
Signature Dumpster,SIGNATURE DUMPSTER,SIGNATURE DUMPSTER,2
Grand Rapids,GRAND RAPIDS,GRAND RAPIDS,2
NORTH COUNTRY,NORTH COUNTRY,NORTH COUNTRY,2
"BLUE COMPACTOR SERVICES, LLC","BLUE COMPACTOR SERVICES, LLC",BLUE COMPACTOR SERVICES,2
NISSWA\nSANITATION INC,NISSWA\NSANITATION INC,NISSWA NSANITATION,2
"S SANITATION, INC.","S SANITATION, INC.",S SANITATION,2
MOUNTAIN IRON PUBLIC UTILITIES,MOUNTAIN IRON PUBLIC UTILITIES,MOUNTAIN IRON PUBLIC UTILITIES,2
"City of Columbia, Missouri","CITY OF COLUMBIA, MISSOURI",CITY OF COLUMBIA MISSOURI,2
Enviromax,ENVIROMAX,ENVIROMAX,2
STRYKER\nENVIRONMENTAL,STRYKER\NENVIRONMENTAL,STRYKER NENVIRONMENTAL,2
Official Corespon,OFFICIAL CORESPON,OFFICIAL CORESPON,2
"WasteAway Site Services, LLC","WASTEAWAY SITE SERVICES, LLC",WASTEAWAY SITE SERVICES,2
Countrywide,COUNTRYWIDE,COUNTRYWIDE,2
Blue Diamond,BLUE DIAMOND,BLUE DIAMOND,2
STANDARD WASTE,STANDARD WASTE,STANDARD WASTE,2
CITY OF SOCORRO,CITY OF SOCORRO,CITY OF SOCORRO,2
RENO FORKLIFT,RENO FORKLIFT,RENO FORKLIFT,2
O FORKLIFT,O FORKLIFT,O FORKLIFT,2
SYRACUSE\nHAULERS,SYRACUSE\NHAULERS,SYRACUSE NHAULERS,2
"WASTE CONNECTIONS OF NEW YORK, INC.","WASTE CONNECTIONS OF NEW YORK, INC.",WASTE CONNECTIONS OF NEW YORK,2
COUNTY WASTE - CLIFTON PARK,COUNTY WASTE - CLIFTON PARK,COUNTY WASTE CLIFTON PARK,2
COUNTY WASTE - ULSTER,COUNTY WASTE - ULSTER,COUNTY WASTE ULSTER,2
WINTERS BRAS.,WINTERS BRAS.,WINTERS BRAS,2
WINTERS\nBRAS.,WINTERS\NBRAS.,WINTERS NBRAS,2
Thomas Trash Service,THOMAS TRASH SERVICE,THOMAS TRASH SERVICE,2
PETE & PET,PETE & PET,PETE PET,2
Haulton,HAULTON,HAULTON,2
ROYAL OAKRECYCLING,ROYAL OAKRECYCLING,ROYAL OAKRECYCLING,2
RUMPKE HARVARD RD TRANSFER,RUMPKE HARVARD RD TRANSFER,RUMPKE HARVARD RD TRANSFER,2
Werlor Waste Control,WERLOR WASTE CONTROL,WERLOR WASTE CONTROL,2
OHIO VALLEY WASTE SVC INC,OHIO VALLEY WASTE SVC INC,OHIO VALLEY WASTE SVC,2
Sims Brothers RECYCLING,SIMS BROTHERS RECYCLING,SIMS BROTHERS RECYCLING,2
TULSA Utility Services,TULSA UTILITY SERVICES,TULSA UTILITY SERVICES,2
"Satellite Shelters, Inc. - Dallas","SATELLITE SHELTERS, INC. - DALLAS",SATELLITE SHELTERS DALLAS,2
Floaters Portable,FLOATERS PORTABLE,FLOATERS PORTABLE,2
EAGLE EQUIPMENT CORPORATION Specialists in equipment,EAGLE EQUIPMENT CORPORATION SPECIALISTS IN EQUIPMENT,EAGLE EQUIPMENT CORPORATION SPECIALISTS IN EQUIPMENT,2
"GRAYBILL EQUIPMENT & REPAIR, INC.","GRAYBILL EQUIPMENT & REPAIR, INC.",GRAYBILL EQUIPMENT REPAIR,2
